EXP HEAD,DEPT,SCHOOL,CATEGORY,SCHOOL CODE,DESCRIPTION,YEAR,VALUE,TEACHERS,PUPIL ROLL,ASN PUPILS,ATTENDANCE RATE
DA4550,A10,NAIRN ACADEMY,CLASSROOM,EM,SUPPLIES,2021,3932.39,57.3,649,354.0,86.35
DD3003,A10,NAIRN ACADEMY,MPS,EM,COSTS  MONO,2021,4521.5,57.3,649,354.0,86.35
DD3004,A10,NAIRN ACADEMY,MPS,EM,COSTS  COLOUR,2021,764.15,57.3,649,354.0,86.35
DF4001,A10,NAIRN ACADEMY,ICT,EM,CHARGES CORE SUPPLIER,2021,137.12,57.3,649,354.0,86.35
DF7000,A10,NAIRN ACADEMY,POSTAGES,EM,,2021,1009.27,57.3,649,354.0,86.35
DF9000,A10,NAIRN ACADEMY,LANDLINE,EM,TELEPHONES RENTAL,2021,918.53,57.3,649,354.0,86.35
DF9005,A10,NAIRN ACADEMY,LANDLINE,EM,TELEPHONES USAGE,2021,269.35,57.3,649,354.0,86.35
DF9010,A10,NAIRN ACADEMY,MOBILE,EM,PHONE LINE RENTAL,2021,228.0,57.3,649,354.0,86.35
DF9015,A10,NAIRN ACADEMY,MOBILE,EM,PHONE USAGE COSTS,2021,0.35,57.3,649,354.0,86.35
DF9025,A10,NAIRN ACADEMY,TELEPHONY,EM,MAINTENANCE,2021,162.5,57.3,649,354.0,86.35
EE1200,A10,NAIRN ACADEMY,SCOTT,EM,QUALIFICATIONS AUTHORITY,2021,57263.0,57.3,649,354.0,86.35
KA2000,A10,NAIRN ACADEMY,GOVT,EM,GRANTS NONSPECIFIC GRANT,2021,-615.92,57.3,649,354.0,86.35
KC1936,A10,NAIRN ACADEMY,OTHER,EM,FEES/CHARGES,2021,-588.0,57.3,649,354.0,86.35
XH1050,A10,NAIRN ACADEMY,REVENUE,EM,ACCOUNT BALANCE,2021,-153902.03,57.3,649,354.0,86.35
DA4550,A58,NAIRN ACADEMY,CLASSROOM,ENGLISH,SUPPLIES,2021,1244.7,57.3,649,354.0,86.35
DA4550,A60,NAIRN ACADEMY,CLASSROOM,GEOGRAPHY,SUPPLIES,2021,959.74,57.3,649,354.0,86.35
DA4550,A83,NAIRN ACADEMY,CLASSROOM,GUIDANCE,SUPPLIES,2021,384.15,57.3,649,354.0,86.35
DA4550,A61,NAIRN ACADEMY,CLASSROOM,HISTORY,SUPPLIES,2021,687.14,57.3,649,354.0,86.35
DA4550,A62,NAIRN ACADEMY,CLASSROOM,HOME EC,SUPPLIES,2021,948.14,57.3,649,354.0,86.35
DA4550,A65,NAIRN ACADEMY,CLASSROOM,LIBRARY,SUPPLIES,2021,437.33,57.3,649,354.0,86.35
DA4550,A66,NAIRN ACADEMY,CLASSROOM,MATHS,SUPPLIES,2021,2695.89,57.3,649,354.0,86.35
DA4550,A67,NAIRN ACADEMY,CLASSROOM,MOD LANG,SUPPLIES,2021,308.8,57.3,649,354.0,86.35
DA4550,A69,NAIRN ACADEMY,CLASSROOM,MUSIC & DRAMA,SUPPLIES,2021,436.61,57.3,649,354.0,86.35
DA4550,A70,NAIRN ACADEMY,CLASSROOM,PE,SUPPLIES,2021,965.19,57.3,649,354.0,86.35
AA1001,PEF,NAIRN ACADEMY,APT&C,PEF,BASIC PAY,2021,590.52,57.3,649,354.0,86.35
AA1100,PEF,NAIRN ACADEMY,TEACHERS,PEF,PERMANENT  BASIC PAY,2021,3068.37,57.3,649,354.0,86.35
AA1101,PEF,NAIRN ACADEMY,SUPPLY,PEF,COVER BASIC PAY,2021,17937.83,57.3,649,354.0,86.35
AA1103,PEF,NAIRN ACADEMY,AUX,PEF,STAFF EDUCATION BASIC PAY,2021,713.66,57.3,649,354.0,86.35
AB1000,PEF,NAIRN ACADEMY,NI,PEF,NONTEACHERS,2021,39.33,57.3,649,354.0,86.35
AB1100,PEF,NAIRN ACADEMY,NI,PEF,PERMANENT TEACHERS,2021,322.42,57.3,649,354.0,86.35
AB1101,PEF,NAIRN ACADEMY,NI,PEF,SUPPLY COVER,2021,1997.22,57.3,649,354.0,86.35
AC1000,PEF,NAIRN ACADEMY,SUPERANN,PEF,NON TEACHERS,2021,134.56,57.3,649,354.0,86.35
AC1100,PEF,NAIRN ACADEMY,SUPERANN,PEF,PERMANENT TEACHERS,2021,705.73,57.3,649,354.0,86.35
AC1101,PEF,NAIRN ACADEMY,SUPERANN,PEF,SUPPLY COVER,2021,4125.92,57.3,649,354.0,86.35
AS1000,PEF,NAIRN ACADEMY,APPRENTICESHIP,PEF,LEVY COST,2021,102.33,57.3,649,354.0,86.35
DA4550,PEF,NAIRN ACADEMY,CLASSROOM,PEF,SUPPLIES,2021,1062.59,57.3,649,354.0,86.35
KA3000,PEF,NAIRN ACADEMY,GOVT,PEF,GRANTS SPECIFIC GRANTS,2021,-30800.48,57.3,649,354.0,86.35
DA4550,A71,NAIRN ACADEMY,CLASSROOM,PHYSICS,SUPPLIES,2021,687.85,57.3,649,354.0,86.35
DA4550,A73,NAIRN ACADEMY,CLASSROOM,RELIGIOUS,SUPPLIES,2021,522.58,57.3,649,354.0,86.35
DA4550,A81,NAIRN ACADEMY,CLASSROOM,REPROGRAPHICS,SUPPLIES,2021,2284.0,57.3,649,354.0,86.35
DA4550,A74,NAIRN ACADEMY,CLASSROOM,SCIENCE S1,SUPPLIES,2021,785.19,57.3,649,354.0,86.35
DA4550,A13,NAIRN ACADEMY,CLASSROOM,SPEC,SUPPLIES,2021,2037.92,57.3,649,354.0,86.35
DA4550,A79,NAIRN ACADEMY,CLASSROOM,TECHNICAL,SUPPLIES,2021,1786.69,57.3,649,354.0,86.35
AH1010,A21,NAIRN ACADEMY,STAFF,ADD FUNDS,DEVELOPMENT,2122,945.58,51.7,660,352.0,86.35
FA3000,A21,NAIRN ACADEMY,PROJECT,ADD FUNDS,FUNDS FOR SCHOOLS,2122,-2110.0,51.7,660,352.0,86.35
DA4550,A11,NAIRN ACADEMY,CLASSROOM,ADMIN,SUPPLIES,2122,334.16,51.7,660,352.0,86.35
DA4550,A50,NAIRN ACADEMY,CLASSROOM,ART,SUPPLIES,2122,1612.98,51.7,660,352.0,86.35
DA4550,A51,NAIRN ACADEMY,CLASSROOM,BIOLOGY,SUPPLIES,2122,1118.37,51.7,660,352.0,86.35
DA4550,A52,NAIRN ACADEMY,CLASSROOM,BUSINESS,SUPPLIES,2122,73.19,51.7,660,352.0,86.35
DA4550,A54,NAIRN ACADEMY,CLASSROOM,CHEMISTRY,SUPPLIES,2122,821.51,51.7,660,352.0,86.35
DA4550,A57,NAIRN ACADEMY,CLASSROOM,COMPUTING,SUPPLIES,2122,7.53,51.7,660,352.0,86.35
AH1000,A28,NAIRN ACADEMY,TRAINING,CPD,COURSES,2122,1808.9,51.7,660,352.0,86.35
AH1010,A28,NAIRN ACADEMY,STAFF,CPD,DEVELOPMENT,2122,810.79,51.7,660,352.0,86.35
AA1100,A09,NAIRN ACADEMY,TEACHERS,DGM,PERMANENT  BASIC PAY,2122,21045.33,51.7,660,352.0,86.35
AB1100,A09,NAIRN ACADEMY,NI,DGM,PERMANENT TEACHERS,2122,1676.39,51.7,660,352.0,86.35
AS1000,A09,NAIRN ACADEMY,APPRENTICESHIP,DGM,LEVY COST,2122,71.04,51.7,660,352.0,86.35
AA1001,A10,NAIRN ACADEMY,APT&C,EM,BASIC PAY,2122,83478.49,51.7,660,352.0,86.35
AA1100,A10,NAIRN ACADEMY,TEACHERS,EM,PERMANENT  BASIC PAY,2122,2163137.31,51.7,660,352.0,86.35
AA1101,A10,NAIRN ACADEMY,SUPPLY,EM,COVER BASIC PAY,2122,90734.84,51.7,660,352.0,86.35
AA1103,A10,NAIRN ACADEMY,AUX,EM,STAFF EDUCATION BASIC PAY,2122,9707.47,51.7,660,352.0,86.35
AA1110,A10,NAIRN ACADEMY,LABORATORY,EM,TECH'N BASIC PAY,2122,55651.08,51.7,660,352.0,86.35
AA1250,A10,NAIRN ACADEMY,HOLIDAY,EM,PAY,2122,66.23,51.7,660,352.0,86.35
AB1000,A10,NAIRN ACADEMY,NI,EM,NONTEACHERS,2122,10662.15,51.7,660,352.0,86.35
AB1100,A10,NAIRN ACADEMY,NI,EM,PERMANENT TEACHERS,2122,234721.1,51.7,660,352.0,86.35
AB1101,A10,NAIRN ACADEMY,NI,EM,SUPPLY COVER,2122,6798.49,51.7,660,352.0,86.35
AC1000,A10,NAIRN ACADEMY,SUPERANN,EM,NON TEACHERS,2122,27956.75,51.7,660,352.0,86.35
AC1100,A10,NAIRN ACADEMY,SUPERANN,EM,PERMANENT TEACHERS,2122,483806.4,51.7,660,352.0,86.35
AC1101,A10,NAIRN ACADEMY,SUPERANN,EM,SUPPLY COVER,2122,7378.75,51.7,660,352.0,86.35
AE1600,A10,NAIRN ACADEMY,MISCELLANEOUS,EM,,2122,8074.72,51.7,660,352.0,86.35
AS1000,A10,NAIRN ACADEMY,APPRENTICESHIP,EM,LEVY COST,2122,11953.5,51.7,660,352.0,86.35
BA3000,A10,NAIRN ACADEMY,MAINT,EM,CLIENT EXTERNAL PARTIES,2122,11083.42,51.7,660,352.0,86.35
BB2000,A10,NAIRN ACADEMY,ELECTRICITY,EM,CHARGES,2122,69851.81,51.7,660,352.0,86.35
BB3000,A10,NAIRN ACADEMY,GAS,EM,CHARGES,2122,52203.55,51.7,660,352.0,86.35
BE1000,A10,NAIRN ACADEMY,WATER,EM,CHARGES,2122,19725.59,51.7,660,352.0,86.35
BH2000,A10,NAIRN ACADEMY,CLEANING,EM,MATERIALS/EQUIPMENT,2122,3098.71,51.7,660,352.0,86.35
CA1000,A10,NAIRN ACADEMY,DERV,EM,,2122,1024.75,51.7,660,352.0,86.35
CA1001,A10,NAIRN ACADEMY,PETROL,EM,,2122,122.52,51.7,660,352.0,86.35
CB1006,A10,NAIRN ACADEMY,INT,EM,HIRE CONT CHG FROM FLEET,2122,9867.52,51.7,660,352.0,86.35
CB1007,A10,NAIRN ACADEMY,VEHICLE,EM,MAINT O/CHG FROM FLEET,2122,87.0,51.7,660,352.0,86.35
CC1000,A10,NAIRN ACADEMY,EDUCATIONAL,EM,TRAVEL,2122,750.3,51.7,660,352.0,86.35
CF1004,A10,NAIRN ACADEMY,TRAVEL,EM,MILEAGE  NON TAXABLE,2122,1.92,51.7,660,352.0,86.35
CF1008,A10,NAIRN ACADEMY,CAR,EM,CLUB MILEAGE,2122,255.75,51.7,660,352.0,86.35
DA2040,A10,NAIRN ACADEMY,EQUIPMENT,EM,REPAIRS,2122,1087.18,51.7,660,352.0,86.35
DA4028,A10,NAIRN ACADEMY,VENDING,EM,MACHINE SUPPLIES/RENT,2122,748.2,51.7,660,352.0,86.35
DA4550,A10,NAIRN ACADEMY,CLASSROOM,EM,SUPPLIES,2122,3383.89,51.7,660,352.0,86.35
DD3003,A10,NAIRN ACADEMY,MPS,EM,COSTS  MONO,2122,8455.15,51.7,660,352.0,86.35
DD3004,A10,NAIRN ACADEMY,MPS,EM,COSTS  COLOUR,2122,1549.19,51.7,660,352.0,86.35
DF4001,A10,NAIRN ACADEMY,ICT,EM,CHARGES CORE SUPPLIER,2122,859.27,51.7,660,352.0,86.35
DF7000,A10,NAIRN ACADEMY,POSTAGES,EM,,2122,115.91,51.7,660,352.0,86.35
DF9000,A10,NAIRN ACADEMY,LANDLINE,EM,TELEPHONES RENTAL,2122,876.48,51.7,660,352.0,86.35
DF9005,A10,NAIRN ACADEMY,LANDLINE,EM,TELEPHONES USAGE,2122,271.2,51.7,660,352.0,86.35
DF9010,A10,NAIRN ACADEMY,MOBILE,EM,PHONE LINE RENTAL,2122,183.0,51.7,660,352.0,86.35
DF9025,A10,NAIRN ACADEMY,TELEPHONY,EM,MAINTENANCE,2122,195.0,51.7,660,352.0,86.35
EE1200,A10,NAIRN ACADEMY,SCOTT,EM,QUALIFICATIONS AUTHORITY,2122,57262.8,51.7,660,352.0,86.35
KC1936,A10,NAIRN ACADEMY,OTHER,EM,FEES/CHARGES,2122,-396.0,51.7,660,352.0,86.35
XH1050,A10,NAIRN ACADEMY,REVENUE,EM,ACCOUNT BALANCE,2122,-122061.26,51.7,660,352.0,86.35
DA4550,A58,NAIRN ACADEMY,CLASSROOM,ENGLISH,SUPPLIES,2122,3159.2,51.7,660,352.0,86.35
DA4550,A60,NAIRN ACADEMY,CLASSROOM,GEOGRAPHY,SUPPLIES,2122,558.25,51.7,660,352.0,86.35
DA4550,A83,NAIRN ACADEMY,CLASSROOM,GUIDANCE,SUPPLIES,2122,1018.03,51.7,660,352.0,86.35
DA4550,A61,NAIRN ACADEMY,CLASSROOM,HISTORY,SUPPLIES,2122,786.68,51.7,660,352.0,86.35
DA4550,A62,NAIRN ACADEMY,CLASSROOM,HOME EC,SUPPLIES,2122,3309.77,51.7,660,352.0,86.35
DA4550,A65,NAIRN ACADEMY,CLASSROOM,LIBRARY,SUPPLIES,2122,789.82,51.7,660,352.0,86.35
DA4550,A66,NAIRN ACADEMY,CLASSROOM,MATHS,SUPPLIES,2122,4114.34,51.7,660,352.0,86.35
DA4550,A67,NAIRN ACADEMY,CLASSROOM,MOD LANG,SUPPLIES,2122,736.89,51.7,660,352.0,86.35
DA4550,A69,NAIRN ACADEMY,CLASSROOM,MUSIC & DRAMA,SUPPLIES,2122,199.0,51.7,660,352.0,86.35
DA4550,A70,NAIRN ACADEMY,CLASSROOM,PE,SUPPLIES,2122,971.65,51.7,660,352.0,86.35
AA1001,PEF,NAIRN ACADEMY,APT&C,PEF,BASIC PAY,2122,574.32,51.7,660,352.0,86.35
AA1100,PEF,NAIRN ACADEMY,TEACHERS,PEF,PERMANENT  BASIC PAY,2122,21080.32,51.7,660,352.0,86.35
AA1101,PEF,NAIRN ACADEMY,SUPPLY,PEF,COVER BASIC PAY,2122,8720.03,51.7,660,352.0,86.35
AA1103,PEF,NAIRN ACADEMY,AUX,PEF,STAFF EDUCATION BASIC PAY,2122,10736.39,51.7,660,352.0,86.35
AB1000,PEF,NAIRN ACADEMY,NI,PEF,NONTEACHERS,2122,769.66,51.7,660,352.0,86.35
AB1100,PEF,NAIRN ACADEMY,NI,PEF,PERMANENT TEACHERS,2122,2078.66,51.7,660,352.0,86.35
AB1101,PEF,NAIRN ACADEMY,NI,PEF,SUPPLY COVER,2122,894.76,51.7,660,352.0,86.35
AC1000,PEF,NAIRN ACADEMY,SUPERANN,PEF,NON TEACHERS,2122,2064.85,51.7,660,352.0,86.35
AC1100,PEF,NAIRN ACADEMY,SUPERANN,PEF,PERMANENT TEACHERS,2122,4837.74,51.7,660,352.0,86.35
AC1101,PEF,NAIRN ACADEMY,SUPERANN,PEF,SUPPLY COVER,2122,2006.46,51.7,660,352.0,86.35
AS1000,PEF,NAIRN ACADEMY,APPRENTICESHIP,PEF,LEVY COST,2122,179.01,51.7,660,352.0,86.35
DA4550,PEF,NAIRN ACADEMY,CLASSROOM,PEF,SUPPLIES,2122,-22.78,51.7,660,352.0,86.35
KA3000,PEF,NAIRN ACADEMY,GOVT,PEF,GRANTS SPECIFIC GRANTS,2122,-53919.42,51.7,660,352.0,86.35
DA4550,A71,NAIRN ACADEMY,CLASSROOM,PHYSICS,SUPPLIES,2122,940.2,51.7,660,352.0,86.35
DA4550,A73,NAIRN ACADEMY,CLASSROOM,RELIGIOUS,SUPPLIES,2122,16.38,51.7,660,352.0,86.35
DA4550,A81,NAIRN ACADEMY,CLASSROOM,REPROGRAPHICS,SUPPLIES,2122,1959.54,51.7,660,352.0,86.35
DA4550,A74,NAIRN ACADEMY,CLASSROOM,SCIENCE S1,SUPPLIES,2122,1307.03,51.7,660,352.0,86.35
DA4550,A89,NAIRN ACADEMY,CLASSROOM,SOC & VOCAT,SUPPLIES,2122,40.0,51.7,660,352.0,86.35
DA4550,A13,NAIRN ACADEMY,CLASSROOM,SPEC,SUPPLIES,2122,2546.98,51.7,660,352.0,86.35
DA4550,A79,NAIRN ACADEMY,CLASSROOM,TECHNICAL,SUPPLIES,2122,3318.85,51.7,660,352.0,86.35
AH1010,A21,NAIRN ACADEMY,STAFF,ADD FUNDS,DEVELOPMENT,2223,1452.11,54.7,679,362.0,87.6
FA3000,A21,NAIRN ACADEMY,PROJECT,ADD FUNDS,FUNDS FOR SCHOOLS,2223,-2174.0,54.7,679,362.0,87.6
DA4550,A11,NAIRN ACADEMY,CLASSROOM,ADMIN,SUPPLIES,2223,99.3,54.7,679,362.0,87.6
DA4550,A50,NAIRN ACADEMY,CLASSROOM,ART,SUPPLIES,2223,2378.74,54.7,679,362.0,87.6
DA4550,A51,NAIRN ACADEMY,CLASSROOM,BIOLOGY,SUPPLIES,2223,506.01,54.7,679,362.0,87.6
DA4550,A52,NAIRN ACADEMY,CLASSROOM,BUSINESS,SUPPLIES,2223,8.4,54.7,679,362.0,87.6
DA4550,A54,NAIRN ACADEMY,CLASSROOM,CHEMISTRY,SUPPLIES,2223,1119.94,54.7,679,362.0,87.6
DA4550,A88,NAIRN ACADEMY,CLASSROOM,CONTINGENCY,SUPPLIES,2223,863.15,54.7,679,362.0,87.6
AH1000,A28,NAIRN ACADEMY,TRAINING,CPD,COURSES,2223,3618.75,54.7,679,362.0,87.6
AH1010,A28,NAIRN ACADEMY,STAFF,CPD,DEVELOPMENT,2223,1923.26,54.7,679,362.0,87.6
CD1000,A28,NAIRN ACADEMY,FARES,CPD,,2223,60.0,54.7,679,362.0,87.6
AA1100,A09,NAIRN ACADEMY,TEACHERS,DGM,PERMANENT  BASIC PAY,2223,22299.84,54.7,679,362.0,87.6
AB1100,A09,NAIRN ACADEMY,NI,DGM,PERMANENT TEACHERS,2223,1857.56,54.7,679,362.0,87.6
AS1000,A09,NAIRN ACADEMY,APPRENTICESHIP,DGM,LEVY COST,2223,110.99,54.7,679,362.0,87.6
KE3000,A09,NAIRN ACADEMY,INCOME,DGM,FROM WITHIN HLAND CNCL,2223,-428.24,54.7,679,362.0,87.6
AA1001,A10,NAIRN ACADEMY,APT&C,EM,BASIC PAY,2223,92335.0,54.7,679,362.0,87.6
AA1100,A10,NAIRN ACADEMY,TEACHERS,EM,PERMANENT  BASIC PAY,2223,2337760.71,54.7,679,362.0,87.6
AA1101,A10,NAIRN ACADEMY,SUPPLY,EM,COVER BASIC PAY,2223,46824.47,54.7,679,362.0,87.6
AA1103,A10,NAIRN ACADEMY,AUX,EM,STAFF EDUCATION BASIC PAY,2223,10845.37,54.7,679,362.0,87.6
AA1110,A10,NAIRN ACADEMY,LABORATORY,EM,TECH'N BASIC PAY,2223,59932.68,54.7,679,362.0,87.6
AA1250,A10,NAIRN ACADEMY,HOLIDAY,EM,PAY,2223,78.93,54.7,679,362.0,87.6
AB1000,A10,NAIRN ACADEMY,NI,EM,NONTEACHERS,2223,12624.67,54.7,679,362.0,87.6
AB1100,A10,NAIRN ACADEMY,NI,EM,PERMANENT TEACHERS,2223,267783.52,54.7,679,362.0,87.6
AB1101,A10,NAIRN ACADEMY,NI,EM,SUPPLY COVER,2223,5253.04,54.7,679,362.0,87.6
AC1000,A10,NAIRN ACADEMY,SUPERANN,EM,NON TEACHERS,2223,29942.56,54.7,679,362.0,87.6
AC1100,A10,NAIRN ACADEMY,SUPERANN,EM,PERMANENT TEACHERS,2223,523495.12,54.7,679,362.0,87.6
AC1101,A10,NAIRN ACADEMY,SUPERANN,EM,SUPPLY COVER,2223,7103.8,54.7,679,362.0,87.6
AS1000,A10,NAIRN ACADEMY,APPRENTICESHIP,EM,LEVY COST,2223,12632.8,54.7,679,362.0,87.6
BA3000,A10,NAIRN ACADEMY,MAINT,EM,CLIENT EXTERNAL PARTIES,2223,5564.67,54.7,679,362.0,87.6
BB2000,A10,NAIRN ACADEMY,ELECTRICITY,EM,CHARGES,2223,75350.33,54.7,679,362.0,87.6
BB3000,A10,NAIRN ACADEMY,GAS,EM,CHARGES,2223,127076.01,54.7,679,362.0,87.6
BC1002,A10,NAIRN ACADEMY,HIRE,EM,OF HALLS,2223,146.1,54.7,679,362.0,87.6
BE1000,A10,NAIRN ACADEMY,WATER,EM,CHARGES,2223,20468.74,54.7,679,362.0,87.6
BH2000,A10,NAIRN ACADEMY,CLEANING,EM,MATERIALS/EQUIPMENT,2223,5473.84,54.7,679,362.0,87.6
CA1000,A10,NAIRN ACADEMY,DERV,EM,,2223,2169.39,54.7,679,362.0,87.6
CA1001,A10,NAIRN ACADEMY,PETROL,EM,,2223,113.6,54.7,679,362.0,87.6
CA2010,A10,NAIRN ACADEMY,OIL,EM,,2223,41.66,54.7,679,362.0,87.6
CB1006,A10,NAIRN ACADEMY,INT,EM,HIRE CONT CHG FROM FLEET,2223,8044.48,54.7,679,362.0,87.6
CB1007,A10,NAIRN ACADEMY,VEHICLE,EM,MAINT O/CHG FROM FLEET,2223,72.5,54.7,679,362.0,87.6
CC1000,A10,NAIRN ACADEMY,EDUCATIONAL,EM,TRAVEL,2223,341.85,54.7,679,362.0,87.6
CC2000,A10,NAIRN ACADEMY,CAR,EM,HIRE,2223,114.32,54.7,679,362.0,87.6
CF1004,A10,NAIRN ACADEMY,TRAVEL,EM,MILEAGE  NON TAXABLE,2223,127.18,54.7,679,362.0,87.6
CF1008,A10,NAIRN ACADEMY,CAR,EM,CLUB MILEAGE,2223,325.6,54.7,679,362.0,87.6
DA2040,A10,NAIRN ACADEMY,EQUIPMENT,EM,REPAIRS,2223,1876.1,54.7,679,362.0,87.6
DA4028,A10,NAIRN ACADEMY,VENDING,EM,MACHINE SUPPLIES/RENT,2223,1927.6,54.7,679,362.0,87.6
DA4550,A10,NAIRN ACADEMY,CLASSROOM,EM,SUPPLIES,2223,8647.69,54.7,679,362.0,87.6
DD3003,A10,NAIRN ACADEMY,MPS,EM,COSTS  MONO,2223,8861.31,54.7,679,362.0,87.6
DD3004,A10,NAIRN ACADEMY,MPS,EM,COSTS  COLOUR,2223,2537.19,54.7,679,362.0,87.6
DF4001,A10,NAIRN ACADEMY,ICT,EM,CHARGES CORE SUPPLIER,2223,1854.0,54.7,679,362.0,87.6
DF7000,A10,NAIRN ACADEMY,POSTAGES,EM,,2223,438.62,54.7,679,362.0,87.6
DF9000,A10,NAIRN ACADEMY,LANDLINE,EM,TELEPHONES RENTAL,2223,884.64,54.7,679,362.0,87.6
DF9005,A10,NAIRN ACADEMY,LANDLINE,EM,TELEPHONES USAGE,2223,276.5,54.7,679,362.0,87.6
DF9010,A10,NAIRN ACADEMY,MOBILE,EM,PHONE LINE RENTAL,2223,168.0,54.7,679,362.0,87.6
DF9015,A10,NAIRN ACADEMY,MOBILE,EM,PHONE USAGE COSTS,2223,0.35,54.7,679,362.0,87.6
DF9025,A10,NAIRN ACADEMY,TELEPHONY,EM,MAINTENANCE,2223,357.5,54.7,679,362.0,87.6
DK9500,A10,NAIRN ACADEMY,MISCELLANEOUS,EM,SUPPLIES,2223,7079.16,54.7,679,362.0,87.6
EE1200,A10,NAIRN ACADEMY,SCOTT,EM,QUALIFICATIONS AUTHORITY,2223,57614.39,54.7,679,362.0,87.6
KC1936,A10,NAIRN ACADEMY,OTHER,EM,FEES/CHARGES,2223,-784.0,54.7,679,362.0,87.6
XH1050,A10,NAIRN ACADEMY,REVENUE,EM,ACCOUNT BALANCE,2223,-68852.85,54.7,679,362.0,87.6
DA4550,A58,NAIRN ACADEMY,CLASSROOM,ENGLISH,SUPPLIES,2223,3285.32,54.7,679,362.0,87.6
DA4550,A60,NAIRN ACADEMY,CLASSROOM,GEOGRAPHY,SUPPLIES,2223,2100.5,54.7,679,362.0,87.6
DA4550,A83,NAIRN ACADEMY,CLASSROOM,GUIDANCE,SUPPLIES,2223,245.74,54.7,679,362.0,87.6
DA4550,A61,NAIRN ACADEMY,CLASSROOM,HISTORY,SUPPLIES,2223,1444.67,54.7,679,362.0,87.6
DA4550,A62,NAIRN ACADEMY,CLASSROOM,HOME EC,SUPPLIES,2223,2861.57,54.7,679,362.0,87.6
DA4550,A65,NAIRN ACADEMY,CLASSROOM,LIBRARY,SUPPLIES,2223,630.16,54.7,679,362.0,87.6
DA4550,A66,NAIRN ACADEMY,CLASSROOM,MATHS,SUPPLIES,2223,2957.9,54.7,679,362.0,87.6
DA4550,A67,NAIRN ACADEMY,CLASSROOM,MOD LANG,SUPPLIES,2223,1181.15,54.7,679,362.0,87.6
DA4550,A69,NAIRN ACADEMY,CLASSROOM,MUSIC & DRAMA,SUPPLIES,2223,248.71,54.7,679,362.0,87.6
DA4550,A70,NAIRN ACADEMY,CLASSROOM,PE,SUPPLIES,2223,616.9,54.7,679,362.0,87.6
AA1001,PEF,NAIRN ACADEMY,APT&C,PEF,BASIC PAY,2223,607.0,54.7,679,362.0,87.6
AA1100,PEF,NAIRN ACADEMY,TEACHERS,PEF,PERMANENT  BASIC PAY,2223,34347.52,54.7,679,362.0,87.6
AA1101,PEF,NAIRN ACADEMY,SUPPLY,PEF,COVER BASIC PAY,2223,-105.0,54.7,679,362.0,87.6
AA1103,PEF,NAIRN ACADEMY,AUX,PEF,STAFF EDUCATION BASIC PAY,2223,11712.04,54.7,679,362.0,87.6
AB1000,PEF,NAIRN ACADEMY,NI,PEF,NONTEACHERS,2223,940.78,54.7,679,362.0,87.6
AB1100,PEF,NAIRN ACADEMY,NI,PEF,PERMANENT TEACHERS,2223,3736.38,54.7,679,362.0,87.6
AB1101,PEF,NAIRN ACADEMY,NI,PEF,SUPPLY COVER,2223,-11.0,54.7,679,362.0,87.6
AC1000,PEF,NAIRN ACADEMY,SUPERANN,PEF,NON TEACHERS,2223,1946.76,54.7,679,362.0,87.6
AC1100,PEF,NAIRN ACADEMY,SUPERANN,PEF,PERMANENT TEACHERS,2223,7916.6,54.7,679,362.0,87.6
AC1101,PEF,NAIRN ACADEMY,SUPERANN,PEF,SUPPLY COVER,2223,-25.0,54.7,679,362.0,87.6
AS1000,PEF,NAIRN ACADEMY,APPRENTICESHIP,PEF,LEVY COST,2223,229.39,54.7,679,362.0,87.6
DA4550,PEF,NAIRN ACADEMY,CLASSROOM,PEF,SUPPLIES,2223,2085.59,54.7,679,362.0,87.6
KA3000,PEF,NAIRN ACADEMY,GOVT,PEF,GRANTS SPECIFIC GRANTS,2223,-63381.06,54.7,679,362.0,87.6
DA4550,A71,NAIRN ACADEMY,CLASSROOM,PHYSICS,SUPPLIES,2223,419.12,54.7,679,362.0,87.6
DA4550,A73,NAIRN ACADEMY,CLASSROOM,RELIGIOUS,SUPPLIES,2223,1040.09,54.7,679,362.0,87.6
DA4550,A81,NAIRN ACADEMY,CLASSROOM,REPROGRAPHICS,SUPPLIES,2223,3001.62,54.7,679,362.0,87.6
DA4550,A74,NAIRN ACADEMY,CLASSROOM,SCIENCE S1,SUPPLIES,2223,1584.45,54.7,679,362.0,87.6
DA4550,A13,NAIRN ACADEMY,CLASSROOM,SPEC,SUPPLIES,2223,2599.87,54.7,679,362.0,87.6
DA4550,A79,NAIRN ACADEMY,CLASSROOM,TECHNICAL,SUPPLIES,2223,7304.99,54.7,679,362.0,87.6
FA3000,A21,PLOCKTON HIGH SCHOOL,PROJECT,ADD FUNDS,FUNDS FOR SCHOOLS,1718,660.0,28.3,270,,
KE3000,A21,PLOCKTON HIGH SCHOOL,INCOME,ADD FUNDS,FROM WITHIN HLAND CNCL,1718,-2177.0,28.3,270,,
DD4001,A11,PLOCKTON HIGH SCHOOL,BOOKS,ADMIN,TEXT BOOKS/STATIONERY,1718,1812.62,28.3,270,,
DD4001,A50,PLOCKTON HIGH SCHOOL,BOOKS,ART,TEXT BOOKS/STATIONERY,1718,1938.04,28.3,270,,
DD4001,A52,PLOCKTON HIGH SCHOOL,BOOKS,BUSINESS,TEXT BOOKS/STATIONERY,1718,270.9,28.3,270,,
