EXP HEAD,DEPT,SCHOOL,CATEGORY,SCHOOL CODE,DESCRIPTION,YEAR,VALUE,TEACHERS,PUPIL ROLL,ASN PUPILS,ATTENDANCE RATE
AA1001,PEF,DORNOCH ACADEMY,APT&C,PEF,BASIC PAY,1819,679.0,23.4,176.0,68,89.2
AA1100,PEF,DORNOCH ACADEMY,TEACHERS,PEF,PERMANENT  BASIC PAY,1819,12266.27,23.4,176.0,68,89.2
AB1100,PEF,DORNOCH ACADEMY,NI,PEF,PERMANENT TEACHERS,1819,1993.93,23.4,176.0,68,89.2
AC1100,PEF,DORNOCH ACADEMY,SUPERANN,PEF,PERMANENT TEACHERS,1819,3231.4,23.4,176.0,68,89.2
AS1000,PEF,DORNOCH ACADEMY,APPRENTICESHIP,PEF,LEVY COST,1819,92.99,23.4,176.0,68,89.2
DA4550,PEF,DORNOCH ACADEMY,CLASSROOM,PEF,SUPPLIES,1819,3050.85,23.4,176.0,68,89.2
KA3000,PEF,DORNOCH ACADEMY,GOVT,PEF,GRANTS SPECIFIC GRANTS,1819,-21314.44,23.4,176.0,68,89.2
DA4550,A71,DORNOCH ACADEMY,CLASSROOM,PHYSICS,SUPPLIES,1819,616.97,23.4,176.0,68,89.2
DA4550,A72,DORNOCH ACADEMY,CLASSROOM,PRS SOC DEV,SUPPLIES,1819,51.61,23.4,176.0,68,89.2
DA4550,A73,DORNOCH ACADEMY,CLASSROOM,RELIGIOUS,SUPPLIES,1819,235.72,23.4,176.0,68,89.2
DA4550,A78,DORNOCH ACADEMY,CLASSROOM,SCI TECHNCN,SUPPLIES,1819,49.02,23.4,176.0,68,89.2
DA4550,A74,DORNOCH ACADEMY,CLASSROOM,SCIENCE S1,SUPPLIES,1819,230.23,23.4,176.0,68,89.2
DA4550,A79,DORNOCH ACADEMY,CLASSROOM,TECHNICAL,SUPPLIES,1819,376.31,23.4,176.0,68,89.2
AH1000,A21,DORNOCH ACADEMY,TRAINING,ADD FUNDS,COURSES,1920,150.0,21.9,192.0,80,89.2
AH1010,A21,DORNOCH ACADEMY,STAFF,ADD FUNDS,DEVELOPMENT,1920,-6.8,21.9,192.0,80,89.2
CD1000,A21,DORNOCH ACADEMY,FARES,ADD FUNDS,,1920,277.5,21.9,192.0,80,89.2
CF1001,A21,DORNOCH ACADEMY,CONFERENCE,ADD FUNDS,TRAVEL,1920,118.0,21.9,192.0,80,89.2
DG1000,A21,DORNOCH ACADEMY,ACCOMMODATION,ADD FUNDS,,1920,-195.9,21.9,192.0,80,89.2
DG1100,A21,DORNOCH ACADEMY,TRAINING,ADD FUNDS,ACCOMMODATION,1920,73.68,21.9,192.0,80,89.2
KE3000,A21,DORNOCH ACADEMY,INCOME,ADD FUNDS,FROM WITHIN HLAND CNCL,1920,-1281.0,21.9,192.0,80,89.2
DA4550,A50,DORNOCH ACADEMY,CLASSROOM,ART,SUPPLIES,1920,497.17,21.9,192.0,80,89.2
DA4550,A51,DORNOCH ACADEMY,CLASSROOM,BIOLOGY,SUPPLIES,1920,633.31,21.9,192.0,80,89.2
DA4550,A54,DORNOCH ACADEMY,CLASSROOM,CHEMISTRY,SUPPLIES,1920,671.22,21.9,192.0,80,89.2
AA1001,A10,DORNOCH ACADEMY,APT&C,EM,BASIC PAY,1920,62708.03,21.9,192.0,80,89.2
AA1100,A10,DORNOCH ACADEMY,TEACHERS,EM,PERMANENT  BASIC PAY,1920,930175.44,21.9,192.0,80,89.2
AA1101,A10,DORNOCH ACADEMY,SUPPLY,EM,COVER BASIC PAY,1920,27776.07,21.9,192.0,80,89.2
AA1103,A10,DORNOCH ACADEMY,AUX,EM,STAFF EDUCATION BASIC PAY,1920,8023.58,21.9,192.0,80,89.2
AA1110,A10,DORNOCH ACADEMY,LABORATORY,EM,TECH'N BASIC PAY,1920,17058.84,21.9,192.0,80,89.2
AA1250,A10,DORNOCH ACADEMY,HOLIDAY,EM,PAY,1920,1.26,21.9,192.0,80,89.2
AB1000,A10,DORNOCH ACADEMY,NI,EM,NONTEACHERS,1920,7180.42,21.9,192.0,80,89.2
AB1100,A10,DORNOCH ACADEMY,NI,EM,PERMANENT TEACHERS,1920,102237.63,21.9,192.0,80,89.2
AB1101,A10,DORNOCH ACADEMY,NI,EM,SUPPLY COVER,1920,2402.0,21.9,192.0,80,89.2
AC1000,A10,DORNOCH ACADEMY,SUPERANN,EM,NON TEACHERS,1920,16962.32,21.9,192.0,80,89.2
AC1100,A10,DORNOCH ACADEMY,SUPERANN,EM,PERMANENT TEACHERS,1920,189292.41,21.9,192.0,80,89.2
AC1101,A10,DORNOCH ACADEMY,SUPERANN,EM,SUPPLY COVER,1920,2920.38,21.9,192.0,80,89.2
AS1000,A10,DORNOCH ACADEMY,APPRENTICESHIP,EM,LEVY COST,1920,5218.55,21.9,192.0,80,89.2
BA3000,A10,DORNOCH ACADEMY,MAINT,EM,CLIENT EXTERNAL PARTIES,1920,979.59,21.9,192.0,80,89.2
BB2000,A10,DORNOCH ACADEMY,ELECTRICITY,EM,CHARGES,1920,83107.79,21.9,192.0,80,89.2
BE1000,A10,DORNOCH ACADEMY,WATER,EM,CHARGES,1920,7721.83,21.9,192.0,80,89.2
BH2000,A10,DORNOCH ACADEMY,CLEANING,EM,MATERIALS/EQUIPMENT,1920,1207.94,21.9,192.0,80,89.2
CA1000,A10,DORNOCH ACADEMY,DERV,EM,,1920,1975.57,21.9,192.0,80,89.2
CA2001,A10,DORNOCH ACADEMY,MAINTENANCE,EM,VEHICLES,1920,197.0,21.9,192.0,80,89.2
CA2009,A10,DORNOCH ACADEMY,WORKSHOP,EM,CONSUMABLES,1920,27.2,21.9,192.0,80,89.2
CB1006,A10,DORNOCH ACADEMY,INT,EM,HIRE CONT CHG FROM FLEET,1920,7479.28,21.9,192.0,80,89.2
CC1000,A10,DORNOCH ACADEMY,EDUCATIONAL,EM,TRAVEL,1920,448.95,21.9,192.0,80,89.2
CD1000,A10,DORNOCH ACADEMY,FARES,EM,,1920,-44.7,21.9,192.0,80,89.2
CF1004,A10,DORNOCH ACADEMY,TRAVEL,EM,MILEAGE  NON TAXABLE,1920,1392.55,21.9,192.0,80,89.2
DA4550,A10,DORNOCH ACADEMY,CLASSROOM,EM,SUPPLIES,1920,4722.25,21.9,192.0,80,89.2
DD3003,A10,DORNOCH ACADEMY,MPS,EM,COSTS  MONO,1920,3962.59,21.9,192.0,80,89.2
DD3004,A10,DORNOCH ACADEMY,MPS,EM,COSTS  COLOUR,1920,760.63,21.9,192.0,80,89.2
DF4001,A10,DORNOCH ACADEMY,ICT,EM,CHARGES CORE SUPPLIER,1920,267.15,21.9,192.0,80,89.2
DF5002,A10,DORNOCH ACADEMY,COMPUTER,EM,SOFTWARE PURCHASE,1920,100.0,21.9,192.0,80,89.2
DF6001,A10,DORNOCH ACADEMY,TV,EM,LICENCES,1920,154.5,21.9,192.0,80,89.2
DF7000,A10,DORNOCH ACADEMY,POSTAGES,EM,,1920,483.72,21.9,192.0,80,89.2
DF9000,A10,DORNOCH ACADEMY,LANDLINE,EM,TELEPHONES RENTAL,1920,7404.46,21.9,192.0,80,89.2
DF9005,A10,DORNOCH ACADEMY,LANDLINE,EM,TELEPHONES USAGE,1920,100.04,21.9,192.0,80,89.2
DF9010,A10,DORNOCH ACADEMY,MOBILE,EM,PHONE LINE RENTAL,1920,40.16,21.9,192.0,80,89.2
EE1200,A10,DORNOCH ACADEMY,SCOTT,EM,QUALIFICATIONS AUTHORITY,1920,27495.88,21.9,192.0,80,89.2
FA3000,A10,DORNOCH ACADEMY,PROJECT,EM,FUNDS FOR SCHOOLS,1920,-14520.0,21.9,192.0,80,89.2
KC3002,A10,DORNOCH ACADEMY,HIRE,EM,OF VEHICLES INCOME,1920,-2992.04,21.9,192.0,80,89.2
KC9500,A10,DORNOCH ACADEMY,OTHER,EM,MISC INCOME,1920,-353.51,21.9,192.0,80,89.2
XH1050,A10,DORNOCH ACADEMY,REVENUE,EM,ACCOUNT BALANCE,1920,-39696.85,21.9,192.0,80,89.2
DA4550,A58,DORNOCH ACADEMY,CLASSROOM,ENGLISH,SUPPLIES,1920,482.81,21.9,192.0,80,89.2
DA4550,A60,DORNOCH ACADEMY,CLASSROOM,GEOGRAPHY,SUPPLIES,1920,156.24,21.9,192.0,80,89.2
DA4550,A61,DORNOCH ACADEMY,CLASSROOM,HISTORY,SUPPLIES,1920,57.07,21.9,192.0,80,89.2
DA4550,A62,DORNOCH ACADEMY,CLASSROOM,HOME EC,SUPPLIES,1920,1572.19,21.9,192.0,80,89.2
BH2000,A15,DORNOCH ACADEMY,CLEANING,JANITORIAL,MATERIALS/EQUIPMENT,1920,337.98,21.9,192.0,80,89.2
DA4550,A65,DORNOCH ACADEMY,CLASSROOM,LIBRARY,SUPPLIES,1920,334.88,21.9,192.0,80,89.2
DD4006,A65,DORNOCH ACADEMY,BOOKS,LIBRARY,SCHOOL LIBRARY,1920,4.39,21.9,192.0,80,89.2
DA4550,A64,DORNOCH ACADEMY,CLASSROOM,LRN SUP,SUPPLIES,1920,628.04,21.9,192.0,80,89.2
DA4550,A66,DORNOCH ACADEMY,CLASSROOM,MATHS,SUPPLIES,1920,153.57,21.9,192.0,80,89.2
DA4550,A67,DORNOCH ACADEMY,CLASSROOM,MOD LANG,SUPPLIES,1920,387.59,21.9,192.0,80,89.2
DA4550,A69,DORNOCH ACADEMY,CLASSROOM,MUSIC & DRAMA,SUPPLIES,1920,23.43,21.9,192.0,80,89.2
DA4550,A90,DORNOCH ACADEMY,CLASSROOM,OFFICE/MGMNT,SUPPLIES,1920,358.83,21.9,192.0,80,89.2
DA4550,A70,DORNOCH ACADEMY,CLASSROOM,PE,SUPPLIES,1920,318.88,21.9,192.0,80,89.2
AA1001,PEF,DORNOCH ACADEMY,APT&C,PEF,BASIC PAY,1920,323.14,21.9,192.0,80,89.2
AA1100,PEF,DORNOCH ACADEMY,TEACHERS,PEF,PERMANENT  BASIC PAY,1920,20396.91,21.9,192.0,80,89.2
AB1100,PEF,DORNOCH ACADEMY,NI,PEF,PERMANENT TEACHERS,1920,1999.18,21.9,192.0,80,89.2
AC1100,PEF,DORNOCH ACADEMY,SUPERANN,PEF,PERMANENT TEACHERS,1920,3265.44,21.9,192.0,80,89.2
AS1000,PEF,DORNOCH ACADEMY,APPRENTICESHIP,PEF,LEVY COST,1920,71.73,21.9,192.0,80,89.2
KA3000,PEF,DORNOCH ACADEMY,GOVT,PEF,GRANTS SPECIFIC GRANTS,1920,-26056.4,21.9,192.0,80,89.2
DA4550,A71,DORNOCH ACADEMY,CLASSROOM,PHYSICS,SUPPLIES,1920,596.23,21.9,192.0,80,89.2
DA4550,A72,DORNOCH ACADEMY,CLASSROOM,PRS SOC DEV,SUPPLIES,1920,37.31,21.9,192.0,80,89.2
DA4550,A73,DORNOCH ACADEMY,CLASSROOM,RELIGIOUS,SUPPLIES,1920,89.47,21.9,192.0,80,89.2
DA4550,A78,DORNOCH ACADEMY,CLASSROOM,SCI TECHNCN,SUPPLIES,1920,57.92,21.9,192.0,80,89.2
DA4550,A74,DORNOCH ACADEMY,CLASSROOM,SCIENCE S1,SUPPLIES,1920,187.69,21.9,192.0,80,89.2
DA4550,A79,DORNOCH ACADEMY,CLASSROOM,TECHNICAL,SUPPLIES,1920,373.41,21.9,192.0,80,89.2
AH1010,A21,DORNOCH ACADEMY,STAFF,ADD FUNDS,DEVELOPMENT,2021,-66.67,23.9,192,80.0,91.48
DG1000,A21,DORNOCH ACADEMY,ACCOMMODATION,ADD FUNDS,,2021,-27.49,23.9,192,80.0,91.48
DA4550,A50,DORNOCH ACADEMY,CLASSROOM,ART,SUPPLIES,2021,18.13,23.9,192,80.0,91.48
DA4550,A51,DORNOCH ACADEMY,CLASSROOM,BIOLOGY,SUPPLIES,2021,234.03,23.9,192,80.0,91.48
DA4550,A54,DORNOCH ACADEMY,CLASSROOM,CHEMISTRY,SUPPLIES,2021,323.68,23.9,192,80.0,91.48
AA1001,A10,DORNOCH ACADEMY,APT&C,EM,BASIC PAY,2021,57488.28,23.9,192,80.0,91.48
AA1100,A10,DORNOCH ACADEMY,TEACHERS,EM,PERMANENT  BASIC PAY,2021,969308.84,23.9,192,80.0,91.48
AA1101,A10,DORNOCH ACADEMY,SUPPLY,EM,COVER BASIC PAY,2021,13991.78,23.9,192,80.0,91.48
AA1103,A10,DORNOCH ACADEMY,AUX,EM,STAFF EDUCATION BASIC PAY,2021,7283.67,23.9,192,80.0,91.48
AA1110,A10,DORNOCH ACADEMY,LABORATORY,EM,TECH'N BASIC PAY,2021,18083.88,23.9,192,80.0,91.48
AB1000,A10,DORNOCH ACADEMY,NI,EM,NONTEACHERS,2021,7232.22,23.9,192,80.0,91.48
AB1100,A10,DORNOCH ACADEMY,NI,EM,PERMANENT TEACHERS,2021,106121.61,23.9,192,80.0,91.48
AB1101,A10,DORNOCH ACADEMY,NI,EM,SUPPLY COVER,2021,1352.36,23.9,192,80.0,91.48
AC1000,A10,DORNOCH ACADEMY,SUPERANN,EM,NON TEACHERS,2021,16171.95,23.9,192,80.0,91.48
AC1100,A10,DORNOCH ACADEMY,SUPERANN,EM,PERMANENT TEACHERS,2021,219854.42,23.9,192,80.0,91.48
AC1101,A10,DORNOCH ACADEMY,SUPERANN,EM,SUPPLY COVER,2021,1441.67,23.9,192,80.0,91.48
AS1000,A10,DORNOCH ACADEMY,APPRENTICESHIP,EM,LEVY COST,2021,5338.61,23.9,192,80.0,91.48
BB2000,A10,DORNOCH ACADEMY,ELECTRICITY,EM,CHARGES,2021,70146.16,23.9,192,80.0,91.48
BE1000,A10,DORNOCH ACADEMY,WATER,EM,CHARGES,2021,6876.75,23.9,192,80.0,91.48
BH2000,A10,DORNOCH ACADEMY,CLEANING,EM,MATERIALS/EQUIPMENT,2021,2030.28,23.9,192,80.0,91.48
CA1000,A10,DORNOCH ACADEMY,DERV,EM,,2021,437.39,23.9,192,80.0,91.48
CA2009,A10,DORNOCH ACADEMY,WORKSHOP,EM,CONSUMABLES,2021,21.96,23.9,192,80.0,91.48
CB1006,A10,DORNOCH ACADEMY,INT,EM,HIRE CONT CHG FROM FLEET,2021,1735.86,23.9,192,80.0,91.48
CB1007,A10,DORNOCH ACADEMY,VEHICLE,EM,MAINT O/CHG FROM FLEET,2021,424.88,23.9,192,80.0,91.48
CC1000,A10,DORNOCH ACADEMY,EDUCATIONAL,EM,TRAVEL,2021,12.85,23.9,192,80.0,91.48
CF1004,A10,DORNOCH ACADEMY,TRAVEL,EM,MILEAGE  NON TAXABLE,2021,657.67,23.9,192,80.0,91.48
DA4550,A10,DORNOCH ACADEMY,CLASSROOM,EM,SUPPLIES,2021,4390.95,23.9,192,80.0,91.48
DD3003,A10,DORNOCH ACADEMY,MPS,EM,COSTS  MONO,2021,1692.43,23.9,192,80.0,91.48
DD3004,A10,DORNOCH ACADEMY,MPS,EM,COSTS  COLOUR,2021,335.24,23.9,192,80.0,91.48
DF6001,A10,DORNOCH ACADEMY,TV,EM,LICENCES,2021,157.5,23.9,192,80.0,91.48
DF7000,A10,DORNOCH ACADEMY,POSTAGES,EM,,2021,247.97,23.9,192,80.0,91.48
DF9000,A10,DORNOCH ACADEMY,LANDLINE,EM,TELEPHONES RENTAL,2021,1064.42,23.9,192,80.0,91.48
DF9005,A10,DORNOCH ACADEMY,LANDLINE,EM,TELEPHONES USAGE,2021,247.34,23.9,192,80.0,91.48
DF9010,A10,DORNOCH ACADEMY,MOBILE,EM,PHONE LINE RENTAL,2021,36.08,23.9,192,80.0,91.48
DF9015,A10,DORNOCH ACADEMY,MOBILE,EM,PHONE USAGE COSTS,2021,4.92,23.9,192,80.0,91.48
DF9025,A10,DORNOCH ACADEMY,TELEPHONY,EM,MAINTENANCE,2021,162.5,23.9,192,80.0,91.48
EE1200,A10,DORNOCH ACADEMY,SCOTT,EM,QUALIFICATIONS AUTHORITY,2021,26257.0,23.9,192,80.0,91.48
KA2000,A10,DORNOCH ACADEMY,GOVT,EM,GRANTS NONSPECIFIC GRANT,2021,-615.92,23.9,192,80.0,91.48
XH1050,A10,DORNOCH ACADEMY,REVENUE,EM,ACCOUNT BALANCE,2021,-22518.08,23.9,192,80.0,91.48
DA4550,A58,DORNOCH ACADEMY,CLASSROOM,ENGLISH,SUPPLIES,2021,206.59,23.9,192,80.0,91.48
DA4550,A60,DORNOCH ACADEMY,CLASSROOM,GEOGRAPHY,SUPPLIES,2021,318.93,23.9,192,80.0,91.48
DA4550,A61,DORNOCH ACADEMY,CLASSROOM,HISTORY,SUPPLIES,2021,74.9,23.9,192,80.0,91.48
DA4550,A62,DORNOCH ACADEMY,CLASSROOM,HOME EC,SUPPLIES,2021,212.95,23.9,192,80.0,91.48
BH2000,A15,DORNOCH ACADEMY,CLEANING,JANITORIAL,MATERIALS/EQUIPMENT,2021,42.7,23.9,192,80.0,91.48
DA4550,A65,DORNOCH ACADEMY,CLASSROOM,LIBRARY,SUPPLIES,2021,4.39,23.9,192,80.0,91.48
DA4550,A64,DORNOCH ACADEMY,CLASSROOM,LRN SUP,SUPPLIES,2021,358.84,23.9,192,80.0,91.48
DA4550,A66,DORNOCH ACADEMY,CLASSROOM,MATHS,SUPPLIES,2021,458.06,23.9,192,80.0,91.48
DA4550,A67,DORNOCH ACADEMY,CLASSROOM,MOD LANG,SUPPLIES,2021,394.86,23.9,192,80.0,91.48
DA4550,A90,DORNOCH ACADEMY,CLASSROOM,OFFICE/MGMNT,SUPPLIES,2021,113.29,23.9,192,80.0,91.48
DA4550,A70,DORNOCH ACADEMY,CLASSROOM,PE,SUPPLIES,2021,204.57,23.9,192,80.0,91.48
AA1001,PEF,DORNOCH ACADEMY,APT&C,PEF,BASIC PAY,2021,347.36,23.9,192,80.0,91.48
AA1100,PEF,DORNOCH ACADEMY,TEACHERS,PEF,PERMANENT  BASIC PAY,2021,11337.59,23.9,192,80.0,91.48
AB1100,PEF,DORNOCH ACADEMY,NI,PEF,PERMANENT TEACHERS,2021,1294.1,23.9,192,80.0,91.48
AC1100,PEF,DORNOCH ACADEMY,SUPERANN,PEF,PERMANENT TEACHERS,2021,2608.29,23.9,192,80.0,91.48
AS1000,PEF,DORNOCH ACADEMY,APPRENTICESHIP,PEF,LEVY COST,2021,56.91,23.9,192,80.0,91.48
KA3000,PEF,DORNOCH ACADEMY,GOVT,PEF,GRANTS SPECIFIC GRANTS,2021,-3272.28,23.9,192,80.0,91.48
KC1936,PEF,DORNOCH ACADEMY,OTHER,PEF,FEES/CHARGES,2021,-12371.97,23.9,192,80.0,91.48
DA4550,A71,DORNOCH ACADEMY,CLASSROOM,PHYSICS,SUPPLIES,2021,17.95,23.9,192,80.0,91.48
DA4550,A73,DORNOCH ACADEMY,CLASSROOM,RELIGIOUS,SUPPLIES,2021,90.95,23.9,192,80.0,91.48
DA4550,A74,DORNOCH ACADEMY,CLASSROOM,SCIENCE S1,SUPPLIES,2021,56.67,23.9,192,80.0,91.48
DA4550,A79,DORNOCH ACADEMY,CLASSROOM,TECHNICAL,SUPPLIES,2021,94.07,23.9,192,80.0,91.48
AH1000,A21,DORNOCH ACADEMY,TRAINING,ADD FUNDS,COURSES,2122,334.44,23.2,194,85.0,91.48
AH1010,A21,DORNOCH ACADEMY,STAFF,ADD FUNDS,DEVELOPMENT,2122,120.67,23.2,194,85.0,91.48
FA3000,A21,DORNOCH ACADEMY,PROJECT,ADD FUNDS,FUNDS FOR SCHOOLS,2122,-730.0,23.2,194,85.0,91.48
DA4550,A50,DORNOCH ACADEMY,CLASSROOM,ART,SUPPLIES,2122,539.89,23.2,194,85.0,91.48
DA4550,A51,DORNOCH ACADEMY,CLASSROOM,BIOLOGY,SUPPLIES,2122,388.88,23.2,194,85.0,91.48
DA4550,A54,DORNOCH ACADEMY,CLASSROOM,CHEMISTRY,SUPPLIES,2122,436.74,23.2,194,85.0,91.48
AA1001,A10,DORNOCH ACADEMY,APT&C,EM,BASIC PAY,2122,49778.61,23.2,194,85.0,91.48
AA1100,A10,DORNOCH ACADEMY,TEACHERS,EM,PERMANENT  BASIC PAY,2122,985606.23,23.2,194,85.0,91.48
AA1101,A10,DORNOCH ACADEMY,SUPPLY,EM,COVER BASIC PAY,2122,8542.69,23.2,194,85.0,91.48
AA1103,A10,DORNOCH ACADEMY,AUX,EM,STAFF EDUCATION BASIC PAY,2122,8202.12,23.2,194,85.0,91.48
AA1110,A10,DORNOCH ACADEMY,LABORATORY,EM,TECH'N BASIC PAY,2122,18540.33,23.2,194,85.0,91.48
AA1250,A10,DORNOCH ACADEMY,HOLIDAY,EM,PAY,2122,68.7,23.2,194,85.0,91.48
AB1000,A10,DORNOCH ACADEMY,NI,EM,NONTEACHERS,2122,6240.0,23.2,194,85.0,91.48
AB1100,A10,DORNOCH ACADEMY,NI,EM,PERMANENT TEACHERS,2122,107854.39,23.2,194,85.0,91.48
AB1101,A10,DORNOCH ACADEMY,NI,EM,SUPPLY COVER,2122,296.44,23.2,194,85.0,91.48
AC1000,A10,DORNOCH ACADEMY,SUPERANN,EM,NON TEACHERS,2122,14463.03,23.2,194,85.0,91.48
AC1100,A10,DORNOCH ACADEMY,SUPERANN,EM,PERMANENT TEACHERS,2122,221136.26,23.2,194,85.0,91.48
AC1101,A10,DORNOCH ACADEMY,SUPERANN,EM,SUPPLY COVER,2122,806.39,23.2,194,85.0,91.48
AS1000,A10,DORNOCH ACADEMY,APPRENTICESHIP,EM,LEVY COST,2122,5317.18,23.2,194,85.0,91.48
BA3000,A10,DORNOCH ACADEMY,MAINT,EM,CLIENT EXTERNAL PARTIES,2122,2599.66,23.2,194,85.0,91.48
BB2000,A10,DORNOCH ACADEMY,ELECTRICITY,EM,CHARGES,2122,79896.11,23.2,194,85.0,91.48
BE1000,A10,DORNOCH ACADEMY,WATER,EM,CHARGES,2122,4138.67,23.2,194,85.0,91.48
CA1000,A10,DORNOCH ACADEMY,DERV,EM,,2122,1022.98,23.2,194,85.0,91.48
CB1006,A10,DORNOCH ACADEMY,INT,EM,HIRE CONT CHG FROM FLEET,2122,14303.64,23.2,194,85.0,91.48
CB1007,A10,DORNOCH ACADEMY,VEHICLE,EM,MAINT O/CHG FROM FLEET,2122,458.5,23.2,194,85.0,91.48
CF1004,A10,DORNOCH ACADEMY,TRAVEL,EM,MILEAGE  NON TAXABLE,2122,115.92,23.2,194,85.0,91.48
DA4550,A10,DORNOCH ACADEMY,CLASSROOM,EM,SUPPLIES,2122,23484.17,23.2,194,85.0,91.48
DD3003,A10,DORNOCH ACADEMY,MPS,EM,COSTS  MONO,2122,4164.15,23.2,194,85.0,91.48
DD3004,A10,DORNOCH ACADEMY,MPS,EM,COSTS  COLOUR,2122,762.73,23.2,194,85.0,91.48
DF4001,A10,DORNOCH ACADEMY,ICT,EM,CHARGES CORE SUPPLIER,2122,97.68,23.2,194,85.0,91.48
DF6001,A10,DORNOCH ACADEMY,TV,EM,LICENCES,2122,159.0,23.2,194,85.0,91.48
DF7000,A10,DORNOCH ACADEMY,POSTAGES,EM,,2122,497.75,23.2,194,85.0,91.48
DF9000,A10,DORNOCH ACADEMY,LANDLINE,EM,TELEPHONES RENTAL,2122,798.72,23.2,194,85.0,91.48
DF9005,A10,DORNOCH ACADEMY,LANDLINE,EM,TELEPHONES USAGE,2122,301.81,23.2,194,85.0,91.48
DF9015,A10,DORNOCH ACADEMY,MOBILE,EM,PHONE USAGE COSTS,2122,14.67,23.2,194,85.0,91.48
DF9025,A10,DORNOCH ACADEMY,TELEPHONY,EM,MAINTENANCE,2122,195.0,23.2,194,85.0,91.48
EE1200,A10,DORNOCH ACADEMY,SCOTT,EM,QUALIFICATIONS AUTHORITY,2122,26750.0,23.2,194,85.0,91.48
KC3002,A10,DORNOCH ACADEMY,HIRE,EM,OF VEHICLES INCOME,2122,-84.18,23.2,194,85.0,91.48
XH1050,A10,DORNOCH ACADEMY,REVENUE,EM,ACCOUNT BALANCE,2122,-40974.3,23.2,194,85.0,91.48
DA4550,A58,DORNOCH ACADEMY,CLASSROOM,ENGLISH,SUPPLIES,2122,1136.59,23.2,194,85.0,91.48
DA4550,A60,DORNOCH ACADEMY,CLASSROOM,GEOGRAPHY,SUPPLIES,2122,830.21,23.2,194,85.0,91.48
DA4550,A61,DORNOCH ACADEMY,CLASSROOM,HISTORY,SUPPLIES,2122,177.53,23.2,194,85.0,91.48
DA4550,A62,DORNOCH ACADEMY,CLASSROOM,HOME EC,SUPPLIES,2122,920.93,23.2,194,85.0,91.48
BH2000,A15,DORNOCH ACADEMY,CLEANING,JANITORIAL,MATERIALS/EQUIPMENT,2122,1213.35,23.2,194,85.0,91.48
DA4550,A64,DORNOCH ACADEMY,CLASSROOM,LRN SUP,SUPPLIES,2122,879.32,23.2,194,85.0,91.48
DA4550,A66,DORNOCH ACADEMY,CLASSROOM,MATHS,SUPPLIES,2122,268.97,23.2,194,85.0,91.48
DA4550,A67,DORNOCH ACADEMY,CLASSROOM,MOD LANG,SUPPLIES,2122,451.8,23.2,194,85.0,91.48
DA4550,A90,DORNOCH ACADEMY,CLASSROOM,OFFICE/MGMNT,SUPPLIES,2122,20.08,23.2,194,85.0,91.48
DA4550,A70,DORNOCH ACADEMY,CLASSROOM,PE,SUPPLIES,2122,214.36,23.2,194,85.0,91.48
AA1001,PEF,DORNOCH ACADEMY,APT&C,PEF,BASIC PAY,2122,171.23,23.2,194,85.0,91.48
AA1100,PEF,DORNOCH ACADEMY,TEACHERS,PEF,PERMANENT  BASIC PAY,2122,14230.97,23.2,194,85.0,91.48
AB1100,PEF,DORNOCH ACADEMY,NI,PEF,PERMANENT TEACHERS,2122,1549.27,23.2,194,85.0,91.48
AC1100,PEF,DORNOCH ACADEMY,SUPERANN,PEF,PERMANENT TEACHERS,2122,3254.16,23.2,194,85.0,91.48
AS1000,PEF,DORNOCH ACADEMY,APPRENTICESHIP,PEF,LEVY COST,2122,70.24,23.2,194,85.0,91.48
KA3000,PEF,DORNOCH ACADEMY,GOVT,PEF,GRANTS SPECIFIC GRANTS,2122,-19275.87,23.2,194,85.0,91.48
DA4550,A71,DORNOCH ACADEMY,CLASSROOM,PHYSICS,SUPPLIES,2122,15.58,23.2,194,85.0,91.48
DA4550,A73,DORNOCH ACADEMY,CLASSROOM,RELIGIOUS,SUPPLIES,2122,400.69,23.2,194,85.0,91.48
DA4550,A74,DORNOCH ACADEMY,CLASSROOM,SCIENCE S1,SUPPLIES,2122,873.46,23.2,194,85.0,91.48
DA4550,A79,DORNOCH ACADEMY,CLASSROOM,TECHNICAL,SUPPLIES,2122,456.94,23.2,194,85.0,91.48
AH1010,A21,DORNOCH ACADEMY,STAFF,ADD FUNDS,DEVELOPMENT,2223,243.91,23.2,217,105.0,92.17
FA3000,A21,DORNOCH ACADEMY,PROJECT,ADD FUNDS,FUNDS FOR SCHOOLS,2223,-738.0,23.2,217,105.0,92.17
DA4550,A50,DORNOCH ACADEMY,CLASSROOM,ART,SUPPLIES,2223,928.07,23.2,217,105.0,92.17
DA4550,A51,DORNOCH ACADEMY,CLASSROOM,BIOLOGY,SUPPLIES,2223,903.59,23.2,217,105.0,92.17
DA4550,A54,DORNOCH ACADEMY,CLASSROOM,CHEMISTRY,SUPPLIES,2223,1566.08,23.2,217,105.0,92.17
AA1001,A10,DORNOCH ACADEMY,APT&C,EM,BASIC PAY,2223,52929.96,23.2,217,105.0,92.17
AA1100,A10,DORNOCH ACADEMY,TEACHERS,EM,PERMANENT  BASIC PAY,2223,1075509.79,23.2,217,105.0,92.17
AA1101,A10,DORNOCH ACADEMY,SUPPLY,EM,COVER BASIC PAY,2223,6392.94,23.2,217,105.0,92.17
AA1103,A10,DORNOCH ACADEMY,AUX,EM,STAFF EDUCATION BASIC PAY,2223,8435.7,23.2,217,105.0,92.17
